,job,job_status,unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown,y
2674,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2675,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2676,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2677,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2678,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2679,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2680,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2681,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2682,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2683,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2684,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2685,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
2686,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2687,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2688,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2689,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2690,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2691,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2692,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2693,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2694,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2695,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2696,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2697,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2698,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2699,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2700,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2701,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2702,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2703,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2704,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2705,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
2706,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2707,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2708,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2709,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2710,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2711,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
2712,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2713,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2714,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2715,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2716,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2717,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2718,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2719,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2720,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2721,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2722,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
2723,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2724,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2725,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2726,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2727,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2728,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2729,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2730,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2731,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2732,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2733,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2734,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2735,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2736,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
2737,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2738,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2739,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2740,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2741,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2742,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2743,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2744,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2745,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2746,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2747,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2748,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
2749,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2750,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2751,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2752,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2753,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2754,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2755,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2756,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2757,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2758,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2759,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2760,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2761,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2762,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2763,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2764,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2765,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2766,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2767,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2768,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2769,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2770,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2771,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2772,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2773,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2774,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2775,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2776,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2777,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2778,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2779,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2780,student,9,0,0,0,0,0,0,0,0,1,0,0,0,1
2781,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2782,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2783,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2784,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2785,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2786,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2787,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2788,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2789,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2790,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2791,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2792,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2793,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2794,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2795,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2796,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2797,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2798,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2799,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2800,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2801,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2802,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2803,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2804,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2805,unknown,12,0,0,0,0,0,0,0,0,0,0,0,1,0
2806,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2807,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2808,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2809,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2810,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2811,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2812,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2813,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2814,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2815,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2816,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2817,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2818,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2819,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2820,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2821,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2822,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,1
2823,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2824,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2825,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2826,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2827,services,2,0,1,0,0,0,0,0,0,0,0,0,0,1
2828,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2829,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2830,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2831,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2832,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2833,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2834,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2835,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2836,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2837,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
2838,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2839,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2840,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2841,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2842,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2843,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2844,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2845,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2846,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2847,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2848,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2849,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2850,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2851,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2852,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2853,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2854,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2855,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2856,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2857,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2858,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2859,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2860,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2861,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2862,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2863,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2864,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2865,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,1
2866,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2867,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2868,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2869,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2870,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2871,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2872,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2873,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2874,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2875,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2876,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2877,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2878,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2879,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2880,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2881,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2882,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2883,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2884,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2885,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2886,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2887,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2888,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2889,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2890,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2891,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2892,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2893,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2894,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2895,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2896,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2897,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2898,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2899,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2900,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2901,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2902,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2903,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2904,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2905,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2906,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2907,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2908,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2909,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2910,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2911,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,1
2912,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2913,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2914,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2915,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
2916,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2917,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2918,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2919,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2920,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2921,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2922,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2923,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2924,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
2925,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2926,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2927,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2928,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2929,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2930,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2931,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2932,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2933,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2934,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2935,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2936,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2937,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2938,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2939,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2940,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2941,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2942,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2943,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2944,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2945,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
2946,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2947,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2948,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2949,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2950,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2951,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2952,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2953,student,9,0,0,0,0,0,0,0,0,1,0,0,0,1
2954,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2955,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2956,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2957,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2958,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2959,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2960,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2961,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2962,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
2963,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
2964,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2965,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2966,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2967,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2968,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2969,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2970,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2971,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2972,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
2973,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
2974,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2975,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2976,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2977,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2978,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2979,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2980,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
2981,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2982,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2983,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
2984,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
2985,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
2986,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2987,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2988,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,1
2989,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
2990,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2991,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2992,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
2993,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
2994,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2995,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2996,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
2997,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
2998,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
2999,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3000,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3001,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3002,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3003,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3004,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3005,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
3006,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,1
3007,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3008,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3009,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3010,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3011,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3012,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3013,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
3014,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3015,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3016,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3017,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3018,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3019,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3020,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3021,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3022,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3023,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3024,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3025,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3026,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3027,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3028,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3029,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,1
3030,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3031,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3032,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3033,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,1
3034,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3035,unemployed,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3036,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
3037,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3038,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3039,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3040,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,1
3041,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3042,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3043,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3044,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3045,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3046,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3047,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3048,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3049,student,9,0,0,0,0,0,0,0,0,1,0,0,0,0
3050,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3051,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3052,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3053,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3054,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3055,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3056,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3057,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3058,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3059,housemaid,10,0,0,0,0,0,0,0,0,0,1,0,0,0
3060,admin.,8,0,0,0,0,0,0,0,1,0,0,0,0,0
3061,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,0
3062,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3063,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3064,management,3,0,0,1,0,0,0,0,0,0,0,0,0,1
3065,services,2,0,1,0,0,0,0,0,0,0,0,0,0,0
3066,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3067,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3068,self-employed,5,0,0,0,0,1,0,0,0,0,0,0,0,0
3069,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
3070,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3071,technician,6,0,0,0,0,0,1,0,0,0,0,0,0,0
3072,management,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3073,retired,11,0,0,0,0,0,0,0,0,0,0,1,0,1
3074,entrepreneur,7,0,0,0,0,0,0,1,0,0,0,0,0,0
3075,blue-collar,4,0,0,0,1,0,0,0,0,0,0,0,0,0
